Correlation id,Operation name,Status,Event category,Level,Time,Subscription,Event initiated by,Resource type,Resource group,Resource
7fa9a822-d008-4d0a-ba03-250d988c25bd,Create role assignment,Succeeded,Administrative,Informational,2026-09-06T16:18:42.718Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Authorization/roleAssignments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Authorization/roleAssignments/8ebafa9a-fe30-4d50-b304-202b7a7fd52b
7fa9a822-d008-4d0a-ba03-250d988c25bd,Create role assignment,Started,Administrative,Informational,2026-09-06T16:18:26.421Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Authorization/roleAssignments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Authorization/roleAssignments/8ebafa9a-fe30-4d50-b304-202b7a7fd52b
273fa97c-8c86-4fff-8591-66f98f1d24c5,Create role assignment,Succeeded,Administrative,Informational,2026-09-06T16:14:46.383Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Authorization/roleAssignments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Authorization/roleAssignments/3c9ff050-86db-44e2-a8bb-dea9df60949a
273fa97c-8c86-4fff-8591-66f98f1d24c5,Create role assignment,Started,Administrative,Informational,2026-09-06T16:14:44.180Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Authorization/roleAssignments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Authorization/roleAssignments/3c9ff050-86db-44e2-a8bb-dea9df60949a
9e520e26-52bc-44cf-8616-b1892c835aca,Health Event Resolved,Resolved,Resource Health,Informational,2026-09-06T14:54:20.567Z,b070ca52-29e9-46f5-b769-27456300bfc9,,MICROSOFT.COMPUTE/virtualmachines,FAKTLENS-CLOUD-RG,/SUBSCRIPTIONS/B070CA52-29E9-46F5-B769-27456300BFC9/RESOURCEGROUPS/FAKTLENS-CLOUD-RG/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINES/FAKTLENS-WEB01
9e520e26-52bc-44cf-8616-b1892c835aca,Health Event Updated,Updated,Resource Health,Informational,2026-09-06T14:54:02.012Z,b070ca52-29e9-46f5-b769-27456300bfc9,,MICROSOFT.COMPUTE/virtualmachines,FAKTLENS-CLOUD-RG,/SUBSCRIPTIONS/B070CA52-29E9-46F5-B769-27456300BFC9/RESOURCEGROUPS/FAKTLENS-CLOUD-RG/PROVIDERS/MICROSOFT.COMPUTE/VIRTUALMACHINES/FAKTLENS-WEB01
404c37fd-c835-4a43-aeea-d709461b9c43,Start Virtual Machine,Succeeded,Administrative,Informational,2026-09-06T14:54:08.259Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Compute/virtualMachines,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Compute/virtualMachines/Faktlens-Web01
404c37fd-c835-4a43-aeea-d709461b9c43,Start Virtual Machine,Started,Administrative,Informational,2026-09-06T14:54:00.875Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Compute/virtualMachines,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Compute/virtualMachines/Faktlens-Web01
404c37fd-c835-4a43-aeea-d709461b9c43,Start Virtual Machine,Accepted,Administrative,Informational,2026-09-06T14:54:01.610Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Compute/virtualMachines,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Compute/virtualMachines/Faktlens-Web01
f6dda482-9a89-4201-b798-6a130890f43a,'auditIfNotExists' Policy action.,Succeeded,Policy,Informational,2026-09-06T14:44:18.187Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,Update Storage Account Create,Started,Administrative,Informational,2026-09-06T14:33:30.571Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,'audit' Policy action.,Succeeded,Policy,Warning,2026-09-06T14:33:30.743Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/
f6dda482-9a89-4201-b798-6a130890f43a,'auditIfNotExists' Policy action.,Started,Policy,Informational,2026-09-06T14:33:30.915Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,Update Storage Account Create,Succeeded,Administrative,Informational,2026-09-06T14:33:30.946Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,'auditIfNotExists' Policy action.,Succeeded,Policy,Informational,2026-09-06T14:43:41.515Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,'audit' Policy action.,Succeeded,Policy,Warning,2026-09-06T14:43:41.515Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,'audit' Policy action.,Succeeded,Policy,Warning,2026-09-06T14:43:56.314Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,'auditIfNotExists' Policy action.,Succeeded,Policy,Informational,2026-09-06T14:43:56.314Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
f6dda482-9a89-4201-b798-6a130890f43a,'audit' Policy action.,Succeeded,Policy,Warning,2026-09-06T14:44:18.187Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
2332f9b9-701a-499e-bb74-c909904532ce,List Storage Account Keys,Succeeded,Administrative,Informational,2026-09-06T14:31:31.100Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
2332f9b9-701a-499e-bb74-c909904532ce,List Storage Account Keys,Started,Administrative,Informational,2026-09-06T14:31:31.037Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
74748695-b3ee-40e6-9988-125f66100bdb,List Storage Account Keys,Succeeded,Administrative,Informational,2026-09-06T14:31:29.666Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
74748695-b3ee-40e6-9988-125f66100bdb,List Storage Account Keys,Started,Administrative,Informational,2026-09-06T14:31:29.369Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
6102b833-ee9d-4518-af1e-f99317dda75b,Put blob container,Succeeded,Administrative,Informational,2026-09-06T14:30:59.383Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices/containers,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default/containers/backups
6102b833-ee9d-4518-af1e-f99317dda75b,Put blob container,Started,Administrative,Informational,2026-09-06T14:30:59.165Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices/containers,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default/containers/backups
fdfe894e-eace-4be9-b160-b0368d610c52,Put blob container,Succeeded,Administrative,Informational,2026-09-06T14:30:25.613Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices/containers,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default/containers/images
fdfe894e-eace-4be9-b160-b0368d610c52,Put blob container,Started,Administrative,Informational,2026-09-06T14:30:25.394Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices/containers,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default/containers/images
d6847710-3d30-4aa5-b02e-4fcc3cdb6341,Put blob container,Succeeded,Administrative,Informational,2026-09-06T14:30:14.761Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices/containers,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default/containers/documents
d6847710-3d30-4aa5-b02e-4fcc3cdb6341,Put blob container,Started,Administrative,Informational,2026-09-06T14:30:14.542Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices/containers,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default/containers/documents
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Create Deployment,Succeeded,Administrative,Informational,2026-09-06T14:24:28.716Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Create Deployment,Started,Administrative,Informational,2026-09-06T14:23:57.155Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Create Deployment,Succeeded,Administrative,Informational,2026-09-06T14:23:58.295Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Create Deployment,Accepted,Administrative,Informational,2026-09-06T14:23:58.327Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Update Storage Account Create,Started,Administrative,Informational,2026-09-06T14:24:03.225Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
67ad16c4-d95b-46c6-b9ce-28d21576f89e,'audit' Policy action.,Succeeded,Policy,Warning,2026-09-06T14:24:03.507Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
67ad16c4-d95b-46c6-b9ce-28d21576f89e,'auditIfNotExists' Policy action.,Started,Policy,Informational,2026-09-06T14:24:07.413Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Update Storage Account Create,Accepted,Administrative,Informational,2026-09-06T14:24:07.429Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Update Storage Account Create,Succeeded,Administrative,Informational,2026-09-06T14:24:26.609Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Put blob service properties,Started,Administrative,Informational,2026-09-06T14:24:27.404Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Put blob service properties,Succeeded,Administrative,Informational,2026-09-06T14:24:27.591Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/blobServices,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/blobServices/default
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Put File Service Properties,Started,Administrative,Informational,2026-09-06T14:24:27.716Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/fileservices,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/fileservices/default
67ad16c4-d95b-46c6-b9ce-28d21576f89e,Put File Service Properties,Succeeded,Administrative,Informational,2026-09-06T14:24:28.482Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Storage/storageAccounts/fileservices,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourcegroups/Faktlens-Cloud-RG/providers/Microsoft.Storage/storageAccounts/faktlensstorage01/fileservices/default
4ceb5a62-9e0e-4ad2-992f-8745acf0e59c,Validate Deployment,Succeeded,Administrative,Informational,2026-09-06T14:23:54.973Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
4ceb5a62-9e0e-4ad2-992f-8745acf0e59c,Validate Deployment,Started,Administrative,Informational,2026-09-06T14:23:52.348Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
959d2aa9-3c36-4dca-b9e4-5b703ac6d84b,Validate Deployment,Succeeded,Administrative,Informational,2026-09-06T14:23:04.606Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
959d2aa9-3c36-4dca-b9e4-5b703ac6d84b,Validate Deployment,Started,Administrative,Informational,2026-09-06T14:23:01.419Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704578236
afa3dd0c-142d-4029-a95e-605c40e86e63,Validate Deployment,Succeeded,Administrative,Informational,2026-09-06T14:21:55.347Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704502689
afa3dd0c-142d-4029-a95e-605c40e86e63,Validate Deployment,Started,Administrative,Informational,2026-09-06T14:21:48.617Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704502689
afa3dd0c-142d-4029-a95e-605c40e86e63,Validate Deployment,Started,Administrative,Informational,2026-09-06T14:21:48.644Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704502689
afa3dd0c-142d-4029-a95e-605c40e86e63,Validate Deployment,Succeeded,Administrative,Informational,2026-09-06T14:21:52.570Z,b070ca52-29e9-46f5-b769-27456300bfc9,projectmhapy@gmail.com,Microsoft.Resources/deployments,Faktlens-Cloud-RG,/subscriptions/b070ca52-29e9-46f5-b769-27456300bfc9/resourceGroups/Faktlens-Cloud-RG/providers/Microsoft.Resources/deployments/faktlensstorage01_1788704502689
